,Account Name,Date Created,Tweet,Pos. Sentiment Score,Neg. Sentiment Score,Neut. Sentiment Score,Comp. Sentiment Score
0,@BBC,Mon Jan 08 21:29:44 +0000 2018,"RT @bbc5live: Looking for some exercise and nutrition advice? ?

Joe Wicks, aka @thebodycoach, shares his tips on how to sustain a long ter…",0.095,0.0,0.905,0.296
1,@BBC,Mon Jan 08 21:29:01 +0000 2018,"RT @bbcasiannetwork: ? The Asian Network Future Sounds 2018 list is live! ?
?? Get these artists on your radar right now ??
@rikaldn 
@nash…",0.0,0.0,1.0,0.0
2,@BBC,Mon Jan 08 21:28:07 +0000 2018,"RT @bbcthesocial: Jordan thought nobody would give him a chance after prison, but now he's training to be a chef 

#IntoIt https://t.co/GVV…",0.069,0.099,0.831,-0.1655
3,@BBC,Mon Jan 08 21:27:12 +0000 2018,"RT @bbcworldservice: ""Our job as journalists is to bring the story back and to make sure that these things are not invisible."" @cmittermeie…",0.095,0.0,0.905,0.3182
4,@BBC,Mon Jan 08 21:23:06 +0000 2018,RT @BBCiPlayer: ? #HardSun is the new #boxset to get stuck into this week. #iplayerit https://t.co/7AEUPTrmRV https://t.co/DTxDAF4217,0.0,0.118,0.882,-0.25
5,@BBC,Mon Jan 08 21:22:32 +0000 2018,RT @BBCWthrWatchers: Some cracking sunsets ? in the north of the UK earlier. Cloudier conditions arriving overnight may limit the number of…,0.061,0.0,0.939,0.0772
6,@BBC,Mon Jan 08 20:30:06 +0000 2018,"The #SilentWitness team are back. 

9pm | @BBCOne | https://t.co/nluMqMB9kB https://t.co/XNJzlzoti7",0.0,0.0,1.0,0.0
7,@BBC,Mon Jan 08 20:04:03 +0000 2018,Recy Taylor: who was the woman Oprah mentioned in her #GoldenGlobes speech? https://t.co/tiynXeMmCO https://t.co/1Pw4pUEQRY,0.0,0.0,1.0,0.0
8,@BBC,Mon Jan 08 19:37:04 +0000 2018,"Tonight, go beyond the theatre doors and discover how surgeons push medical boundaries to the limits. ? 

Surgeons:… https://t.co/ZOnkfmFkDY",0.0,0.0,1.0,0.0
9,@BBC,Mon Jan 08 19:02:01 +0000 2018,"?? The moment a moose, which got stuck up to its neck in snow, is freed by rescuers in Canada. ? https://t.co/edDNzLFP2c",0.119,0.088,0.793,0.1779
10,@BBC,Mon Jan 08 18:32:04 +0000 2018,?? This year you can get 24 days off in a row using just 14 days of leave! https://t.co/ffVi0OKWIv https://t.co/3bIJLmeK4s,0.0,0.077,0.923,-0.126
11,@BBC,Mon Jan 08 18:02:04 +0000 2018,?? It was a big day for Princess Charlotte today as she started at nursery school. https://t.co/uZm4XqMPhV https://t.co/tVw11CKnVf,0.0,0.0,1.0,0.0
12,@BBC,Mon Jan 08 17:30:06 +0000 2018,??This mum is taking on the global airline industry to get wheelchairs allowed on planes. https://t.co/C5suKv2fJy,0.0,0.0,1.0,0.0
13,@BBC,Mon Jan 08 17:09:03 +0000 2018,"This #MeatFreeMonday, why not give one of these veggie pasta bakes a go? ??? https://t.co/BFvmdF4FZi https://t.co/ZRXjL2ZASs",0.0,0.0,1.0,0.0
14,@BBC,Mon Jan 08 16:48:04 +0000 2018,"'I still have that karaoke machine!' ????

@Camila_Cabello explains how a @BritneySpears karaoke CD made her Christ… https://t.co/G2WJxboW67",0.0,0.0,1.0,0.0
15,@BBC,Mon Jan 08 16:33:07 +0000 2018,These are some of the most striking photographs taken last week from around the world. ? https://t.co/nbDyZEg9YW https://t.co/ixljaLS7bq,0.0,0.0,1.0,0.0
16,@BBC,Mon Jan 08 16:00:05 +0000 2018,Judi Dench and Maggie Smith star as two sisters whose lives are changed when they befriend a man they find on the b… https://t.co/a9hqMWL9bV,0.0,0.0,1.0,0.0
17,@BBC,Mon Jan 08 15:27:21 +0000 2018,"?Eight books that will make you want to run away with the circus. ?? https://t.co/ahZU4Dn2kD

#LoveToRead https://t.co/FnPS49sYg6",0.075,0.0,0.925,0.0772
18,@BBC,Mon Jan 08 15:00:07 +0000 2018,?? If you're married then it might be best to tread carefully today which has been dubbed #DivorceDay by lawyers.… https://t.co/tamDjAjpmp,0.231,0.0,0.769,0.6908
19,@BBC,Mon Jan 08 14:30:06 +0000 2018,Repeat bouts of warmer seawater are posing a significant challenge to the world's coral reefs. ? ? ?… https://t.co/nLE91lQxyt,0.29,0.0,0.71,0.5106
20,@BBC,Mon Jan 08 14:03:04 +0000 2018,"'Having kids ruins your life in the best way possible.'
11 things we learned from Charlie Brooker’s Desert Island D… https://t.co/qcyMA9KdNA",0.161,0.111,0.728,0.3182
21,@BBC,Mon Jan 08 13:43:59 +0000 2018,RT @bbcthesocial: WTF is #hygge? https://t.co/M04sxI3XMt,0.0,0.476,0.524,-0.6739
22,@BBC,Mon Jan 08 13:40:41 +0000 2018,RT @bbcrb: Any spare paper laying about in your office? Donate some today ! ? https://t.co/FWCGmnJK6Y,0.0,0.0,1.0,0.0
23,@BBC,Mon Jan 08 13:33:04 +0000 2018,"New year, new me? ? 

? ?  From taking photos inside active volcanoes to jousting, here are 8 hobbies you probably… https://t.co/wGtHBd3TK1",0.137,0.0,0.863,0.4019
24,@BBC,Mon Jan 08 13:00:08 +0000 2018,?? This 16-year-old girl from East Kilbride has made F4 motor racing history. https://t.co/LHhhU6vKY8,0.0,0.0,1.0,0.0
25,@BBC,Mon Jan 08 12:40:13 +0000 2018,RT @BBCCornwall: ?? Even the dolphins had a lovely time playing in the #SundaySunshine in Mounts Bay ???? Thanks to #drone operator Simon S…,0.298,0.0,0.702,0.8176
26,@BBC,Mon Jan 08 12:37:56 +0000 2018,RT @BBC100women: The red carpet was a sea of black dresses and suits at the #GoldenGlobes.  Stars discuss #WhyWeWearBlack and make it very…,0.0,0.0,1.0,0.0
27,@BBC,Mon Jan 08 12:37:14 +0000 2018,"RT @BBCSpringwatch: 50 million trees are going to be planted ?
https://t.co/x4Enjn8H2A",0.0,0.0,1.0,0.0
28,@BBC,Mon Jan 08 12:37:05 +0000 2018,"RT @bbccomedy: So, how you feeling today? ?? #MondayMotivation https://t.co/dyRd1shmfq",0.164,0.0,0.836,0.1935
29,@BBC,Mon Jan 08 12:36:01 +0000 2018,"RT @BBCOne: ? Thick fur and enormous feet help Canada lynx deal with deep snow and arctic conditions. 

? #BigCats, Thursday at 8pm on @BBC…",0.109,0.0,0.891,0.4019
30,@BBC,Mon Jan 08 12:29:03 +0000 2018,"On what would have been #DavidBowie's 71st birthday, here are 8 life lessons we can take away from the Star Man's t… https://t.co/kbSD0N77jx",0.0,0.0,1.0,0.0
31,@BBC,Mon Jan 08 12:28:45 +0000 2018,"RT @bbcasiannetwork: ? ""They walk in the room and they let everybody know.""
@iamwill tells @HarpreetUK how he's been inspired to ditch the…",0.132,0.0,0.868,0.4939
32,@BBC,Mon Jan 08 11:53:03 +0000 2018,"?Our universe has a speed limit of 299,792 km p/s (which is also the rate at which light travels), but what is it t… https://t.co/dFDyB5aZ1F",0.0,0.0,1.0,0.0
33,@BBC,Mon Jan 08 11:29:26 +0000 2018,The biggest moments from last night's #GoldenGlobes. ? ? https://t.co/GZCJztqRln https://t.co/23LJXnf3wN,0.0,0.0,1.0,0.0
34,@BBC,Mon Jan 08 09:57:36 +0000 2018,Some powerful speeches and statements from this year's #GoldenGlobes. https://t.co/ewKAhPtHoV,0.237,0.0,0.763,0.4215
35,@BBC,Mon Jan 08 09:00:06 +0000 2018,We have a 'supermoon trilogy' coming in January &amp; the final one - a 'Super Blue Blood Moon' - could be the most rar… https://t.co/nbwHZdXRSh,0.163,0.0,0.837,0.5994
36,@BBC,Mon Jan 08 08:46:52 +0000 2018,RT @BBCWorld: Golden Globes 2018: Why stars wore black on the red carpet https://t.co/P4LUZTeOFQ,0.0,0.0,1.0,0.0
37,@BBC,Mon Jan 08 08:46:36 +0000 2018,RT @BBCEngland: Commuters face up to three days of disruption as staff at five train firms begin a fresh wave of strikes in separate disput…,0.081,0.177,0.742,-0.4019
38,@BBC,Mon Jan 08 08:45:11 +0000 2018,"RT @BBCNewsbeat: Here are the eight big moments from the #GoldenGlobes last night:

https://t.co/DzbliYugWt https://t.co/zDM1kl7WNm",0.0,0.0,1.0,0.0
39,@BBC,Mon Jan 08 08:44:58 +0000 2018,RT @bbcthree: You'll never complain about your commute again after you see these bonkers journeys https://t.co/43I5HefpJ8 https://t.co/dzWJ…,0.117,0.0,0.883,0.2755
40,@BBC,Mon Jan 08 08:44:11 +0000 2018,"RT @bbcgetinspired: You can do it! ? 

@AdeleRoberts is on a mission to get you active with her January health hacks. #GetInspired #MondayM…",0.13,0.0,0.87,0.4574
41,@BBC,Mon Jan 08 08:44:05 +0000 2018,"RT @bbcworldservice: ""The fact that we have an epidemic of depression... is telling us that we've built a society that doesn't match people…",0.0,0.0,1.0,0.0
42,@BBC,Mon Jan 08 08:40:02 +0000 2018,"Beef farmer Jay gave up his family farm to send his herd to live out their days in a sanctuary. ????
#EverydayHeroes https://t.co/IjBP8kxfNA",0.0,0.0,1.0,0.0
43,@BBC,Mon Jan 08 08:40:00 +0000 2018,"RT @BBC6Music: ??? Today would have been David Bowie's 71st Birthday. In 1973 on @BBC's Nationwide, he contemplated life after Ziggy Stardu…",0.0,0.0,1.0,0.0
44,@BBC,Mon Jan 08 08:33:02 +0000 2018,When you wake up and remember you're expected to work five whole days this week. ? #MondayMorning https://t.co/Ju3oKV1rep,0.0,0.0,1.0,0.0
45,@BBC,Mon Jan 08 08:00:08 +0000 2018,??? Why do some people need several cups of coffee just to get through the day? https://t.co/L3POHVgHjE,0.0,0.0,1.0,0.0
46,@BBC,Mon Jan 08 07:38:10 +0000 2018,??? Preserving Morocco's grand gardens. https://t.co/Rh4tovuLZu https://t.co/KVYNRy7ZdT,0.333,0.0,0.667,0.4588
47,@BBC,Sun Jan 07 20:03:03 +0000 2018,"Switzerland's Schindler? 
Carl Lutz is the forgotten Swiss diplomat who rescued thousands from Holocaust.… https://t.co/LNzRhFR6LN",0.158,0.107,0.734,0.2263
48,@BBC,Sun Jan 07 19:30:04 +0000 2018,"Tonight, Michael Palin shares the story behind his outstanding career in television and film. ? 

Michael Palin: A… https://t.co/VOYzhp6JyU",0.279,0.0,0.721,0.7351
49,@BBC,Sun Jan 07 19:25:10 +0000 2018,RT @BBCWorld: Snowing or glowing? https://t.co/em8Ks1aGPZ,0.0,0.0,1.0,0.0
50,@BBC,Sun Jan 07 19:22:48 +0000 2018,"RT @BBCRadio4: ? Roll up! Roll up!
https://t.co/AeAloY7XGG",0.0,0.0,1.0,0.0
51,@BBC,Sun Jan 07 19:19:39 +0000 2018,"RT @bbccomedy: We can't keep up with the Karcrashians. OHMIGOD, SO PWETTY!!!! https://t.co/eJV7FijmOB",0.0,0.0,1.0,0.0
52,@BBC,Sun Jan 07 19:18:56 +0000 2018,"RT @bbcmusic: Ed Sheeran performing 'Perfect' with Jools Holland and his Rhythm &amp; Blues Orchestra was rather exceptional ?
-
Miss the show?…",0.0,0.074,0.926,-0.1531
53,@BBC,Sun Jan 07 19:00:05 +0000 2018,"You can learn what an animal sounds like from what it evolved to hear. 

And it turns out, T rex sounded nothing li… https://t.co/BuXuJ3majp",0.102,0.0,0.898,0.3612
54,@BBC,Sun Jan 07 18:32:03 +0000 2018,"Tonight, David Attenborough attempts to animate the life of a 200-million-year-old ichthyosaur. ? 

Attenborough an… https://t.co/xWsAFgCQu8",0.0,0.0,1.0,0.0
55,@BBC,Sun Jan 07 17:59:05 +0000 2018,Budget Italian feasts the whole family will love. ? https://t.co/MtSlOvp6m6 https://t.co/8fCY2ToBM6,0.318,0.0,0.682,0.6369
56,@BBC,Sun Jan 07 17:19:01 +0000 2018,"What's the true scale of the global trade in humans? 
#McMafia https://t.co/3X7YDsabMv",0.203,0.0,0.797,0.4215
57,@BBC,Sun Jan 07 16:53:27 +0000 2018,"The best, worst and weirdest #FACup fan fashion. ??? https://t.co/hDEBwew84U https://t.co/1DMfVbC8oJ",0.333,0.308,0.359,0.128
58,@BBC,Sun Jan 07 16:34:03 +0000 2018,RT @BBC_designed: Eastern Block design is back and it’s inspiring a whole new fashion movement. ? https://t.co/xS6vJ68vX8,0.15,0.155,0.695,-0.0258
59,@BBC,Sun Jan 07 16:31:59 +0000 2018,RT @BBCWorld: A beauty contest with a difference ? https://t.co/ardDeFBwO5,0.388,0.0,0.612,0.5859
60,@BBC,Sun Jan 07 16:31:55 +0000 2018,RT @bbcthree: Becoming a single mum was the best thing that happened to me  https://t.co/64ZeqQRwE0 https://t.co/bJROBhtERz,0.231,0.0,0.769,0.6369
61,@BBC,Sun Jan 07 16:31:45 +0000 2018,RT @BBCScotland: 'Official sightings' of Nessie in 2017 were the highest this century ? https://t.co/eToUiRbB0Z,0.0,0.0,1.0,0.0
62,@BBC,Sun Jan 07 16:31:39 +0000 2018,RT @bbccomedy: When your wife is definitely not your wife... ?? #WouldILieToYou @joelycett https://t.co/Rr268sR8p6,0.172,0.0,0.828,0.4019
63,@BBC,Sun Jan 07 16:30:09 +0000 2018,"The Ricky &amp; Graham Show, anyone?

#TheGNShow https://t.co/BvFk05j0Zq",0.0,0.0,1.0,0.0
64,@BBC,Sun Jan 07 16:27:07 +0000 2018,"RT @bbcmusic: You might recognise some of the names who voted in the #SoundOf2018 poll..

Hiya @stormzy1, @elliegoulding and @alexander_oll…",0.0,0.0,1.0,0.0
65,@BBC,Sun Jan 07 16:25:04 +0000 2018,RT @BBCTwo: Here's why doves will not be appearing at the Tokyo 2020 Olympics. ?? #QI https://t.co/Fm1FX4WzTQ,0.0,0.0,1.0,0.0
66,@BBC,Sun Jan 07 16:19:01 +0000 2018,"RT @BBCOne: ? INCOMING. 
#McMafia continues tonight at 9pm, @BBCOne. Don’t be late. https://t.co/z1JBKX7RAl",0.0,0.0,1.0,0.0
67,@BBC,Sun Jan 07 16:18:25 +0000 2018,RT @bbcworldservice: Could one of the toughest cycling races bring unity to Colombia? More here: https://t.co/mFL1O9spkM https://t.co/jnwDG…,0.0,0.075,0.925,-0.0772
68,@BBC,Sun Jan 07 16:00:07 +0000 2018,"Burnt out? Here are 8 locations to help you get way, way away from it all. ? https://t.co/qINvxQrMPA https://t.co/CsANInn8PN",0.144,0.0,0.856,0.4019
69,@BBC,Sun Jan 07 15:30:05 +0000 2018,"Are you prepared for the collapse of society? ?
Here’s the knowledge you’d need to reboot civilisation. ?… https://t.co/RQTUOyeMQC",0.09,0.152,0.758,-0.3182
70,@BBC,Sun Jan 07 15:01:01 +0000 2018,"Take a peek #InsideTheFactory to see how a fish finger is made. ???
https://t.co/FejNIi4sHz",0.0,0.0,1.0,0.0
71,@BBC,Sun Jan 07 14:30:02 +0000 2018,This fisherman in Cornwall is helping to save cetaceans by using modern technology to aid his fishing practices. ?? https://t.co/rLNKLQxfWf,0.231,0.0,0.769,0.6597
72,@BBC,Sun Jan 07 14:00:04 +0000 2018,"The year is 2018.
Music is changing fast, but can the humans keep up?
Here's a handful of possible outcomes. ?… https://t.co/pqYeLWwHNz",0.0,0.0,1.0,0.0
73,@BBC,Sun Jan 07 13:33:06 +0000 2018,Take a look at some of the best photographs of the UK from last year. ? https://t.co/why5ck9xKk https://t.co/XJfduxho1z,0.219,0.0,0.781,0.6369
74,@BBC,Sun Jan 07 13:10:30 +0000 2018,"RT @BBCRadio4: ‘I exaggerate for comic effect’ 
@charltonbrooker on his on-screen persona. 
#desertislanddiscs 
https://t.co/tdfpZEd4cj",0.0,0.11,0.89,-0.1531
75,@BBC,Sun Jan 07 13:00:04 +0000 2018,"Is this the new age of the train? 

? @BBC_Culture explores the brave new world of futuristic rail travel.… https://t.co/x6UBsXe6Eq",0.159,0.0,0.841,0.5267
76,@BBC,Sun Jan 07 12:33:59 +0000 2018,"RT @BBCOne: A mysterious figure reaches out to Alex, who is finding it increasingly difficult to say no. #McMafia. Tonight, 9pm. @BBCOne. h…",0.048,0.189,0.763,-0.5423
77,@BBC,Sun Jan 07 12:30:05 +0000 2018,"If you have anxiety, you’re not alone. Over 8m people in the UK have an anxiety disorder of some sort. 
Here's some… https://t.co/rg917TPUKP",0.065,0.227,0.708,-0.5204
78,@BBC,Sun Jan 07 11:36:25 +0000 2018,RT @BBCScotland: The abandoned island reclaimed by seabirds ? https://t.co/YRAVnFn8xA,0.0,0.273,0.727,-0.4588
79,@BBC,Sun Jan 07 11:35:58 +0000 2018,RT @bbcthree: Don't be this guy. https://t.co/8T8QJrBOjY,0.0,0.0,1.0,0.0
80,@BBC,Sun Jan 07 11:33:57 +0000 2018,"RT @bbcgetinspired: ? SPLASH!

When you're learning to paddleboard there's only one way it's going to end... ? #GetInspired https://t.co/Zl…",0.0,0.0,1.0,0.0
81,@BBC,Sun Jan 07 11:33:02 +0000 2018,RT @BBCRadio4: 15 podcasts guaranteed to make you smarter. https://t.co/BRm87q7mus,0.25,0.0,0.75,0.4588
82,@BBC,Sun Jan 07 11:29:58 +0000 2018,"RT @BBCiPlayer: ?? ""The complete #HardSun dossier WILL BE RELEASED."" https://t.co/7AEUPT9M0n https://t.co/tl50rimCos",0.0,0.0,1.0,0.0
83,@BBC,Sun Jan 07 11:05:24 +0000 2018,"RT @bbcthree: Here are solid comebacks for when people say ""non-binary people don't exist."" https://t.co/aQuQwutySF",0.103,0.0,0.897,0.1531
84,@BBC,Sun Jan 07 11:01:46 +0000 2018,RT @BBCWorld: Death by selfie https://t.co/nr2lwSnMGr,0.0,0.438,0.562,-0.5994
85,@BBC,Sun Jan 07 11:00:06 +0000 2018,"What's the fattest animal on earth? ???

A whale, bear, supersized walrus or something altogether unexpected?… https://t.co/ETzGPKP3Eh",0.0,0.0,1.0,0.0
86,@BBC,Sun Jan 07 10:53:54 +0000 2018,RT @BBCNews: Royal Wedding: Late pub opening hours for Harry and Meghan https://t.co/7w6kcOjyxl,0.0,0.0,1.0,0.0
87,@BBC,Sun Jan 07 10:49:25 +0000 2018,RT @BBCFood: Going low-cal but having cravings? Enter the easiest ever chicken traybake. ? Full recipe here - https://t.co/KXMxTDDtgx https…,0.179,0.0,0.821,0.5719
88,@BBC,Sun Jan 07 10:49:13 +0000 2018,"RT @BBCNewsround: In for a penny, in for a pound! Check out these new coin designs from the Royal Mint https://t.co/5hfRexBLyU https://t.co…",0.0,0.0,1.0,0.0
89,@BBC,Sun Jan 07 10:00:04 +0000 2018,?? Prepare to be mesmerised by the sounds of Scotland. https://t.co/d32eggwm1U,0.0,0.0,1.0,0.0
90,@BBC,Sun Jan 07 09:32:03 +0000 2018,"Women unhappy with their breast size are less likely to carry out regular self-examinations, study suggests.… https://t.co/41b81fLY8p",0.0,0.149,0.851,-0.4215
91,@BBC,Sun Jan 07 09:00:14 +0000 2018,The people of the whale. ?? https://t.co/TH7SUcw5JJ https://t.co/8ivwbmnhms,0.0,0.0,1.0,0.0
92,@BBC,Sun Jan 07 08:30:05 +0000 2018,'I fought anxiety and started teaching happiness.' https://t.co/K2TXy36b77 https://t.co/M4xJDR4rkd,0.0,0.364,0.636,-0.4588
93,@BBC,Sun Jan 07 08:00:04 +0000 2018,??? When ball boys steal the limelight and hit the big time. https://t.co/Rl0vUHaZZK https://t.co/Uc02sIM0gK,0.0,0.198,0.802,-0.4939
94,@BBC,Sat Jan 06 23:57:10 +0000 2018,"RT @BBCScotland: Let this be a lesson to us all...how NOT to split the bill. 

From @MrQuippy https://t.co/wEGoJQm5Fe",0.0,0.0,1.0,0.0
95,@BBC,Sat Jan 06 23:56:58 +0000 2018,RT @bbcthree: Kids discussing hipsters is as amazing as you'd expect. https://t.co/7ZlwQbc8Bw,0.257,0.0,0.743,0.5859
96,@BBC,Sat Jan 06 23:56:09 +0000 2018,"RT @BBCScotland: Heroin exploded into housing schemes around Scotland in the early 80's changing policing and society forever.

Watch the f…",0.0,0.138,0.862,-0.4939
97,@BBC,Sat Jan 06 23:55:08 +0000 2018,"RT @BBCMOTD: ? Doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo… ?

#FACup third round day always throws up some stories - today…",0.0,0.0,1.0,0.0
98,@BBC,Sat Jan 06 19:33:03 +0000 2018,"DCI Hicks and DI Renko stumble on a lethal secret that will bind them together for life. 

#HardSun | 9.35pm |… https://t.co/Tl7pjslOQZ",0.0,0.0,1.0,0.0
99,@BBC,Sat Jan 06 19:01:04 +0000 2018,??? @reallorraine and @RobBeckettComic present as couples and their families come together for a wedding day like n… https://t.co/acOWVTDVKy,0.128,0.0,0.872,0.3612
100,@CBS,Mon Jan 08 18:07:57 +0000 2018,RT @startrekcbs: #StarTrekDiscovery is back! Episode 10 is now streaming on CBS All Access: https://t.co/xPeb97Rs8J https://t.co/Uvgab7nGgS,0.0,0.0,1.0,0.0
101,@CBS,Mon Jan 08 14:34:48 +0000 2018,"New year, new case. Watch the latest episode of #NCISLA now: https://t.co/1rAsX4EsiB https://t.co/QzRZcORK9r",0.0,0.0,1.0,0.0
102,@CBS,Mon Jan 08 14:29:20 +0000 2018,RT @AmazingRaceCBS: Which teams are zipping through the first leg of the #AmazingRace? https://t.co/8isAwPyrLY,0.0,0.0,1.0,0.0
103,@CBS,Mon Jan 08 00:29:51 +0000 2018,RT @MadamSecretary: Is VP Hurst going to work with or against Elizabeth? Stream a new #MadamSecretary live with CBS All Access: https://t.c…,0.0,0.0,1.0,0.0
104,@CBS,Sat Jan 06 20:05:17 +0000 2018,"RT @debrabirnbaum: .@ShawnRyanTV: To me, being on CBS is the opposite of preaching to the choir. #TCA18",0.0,0.0,1.0,0.0
105,@CBS,Sat Jan 06 19:04:08 +0000 2018,RT @LivinBiblically: “The truth is it somehow gorgeously straddles both sides...I have had friends come from all different walks of life an…,0.314,0.0,0.686,0.8271
106,@CBS,Sat Jan 06 19:03:38 +0000 2018,RT @instinctcbs: “This is a crime show where at the end you’re not reminded of how miserable things are in the world right now…You feel sat…,0.0,0.226,0.774,-0.7717
107,@CBS,Sat Jan 06 00:37:55 +0000 2018,"RT @startrekcbs: Star Trek has touched the lives of generations of fans, including the cast and writers of #StarTrekDiscovery. What's your…",0.0,0.0,1.0,0.0
108,@CBS,Sat Jan 06 00:30:53 +0000 2018,#StrangeAngel has found its leading man! Jack Reynor will star as famed rocket engineer Jack Parsons in the upcomin… https://t.co/sHkSKABGfd,0.0,0.0,1.0,0.0
109,@CBS,Fri Jan 05 18:30:42 +0000 2018,"The streak of new episodes continues! Watch new episodes of #MacGyver, #H50 &amp; #BlueBloods tonight starting at 8/7c.… https://t.co/xs2vbVqBJZ",0.0,0.0,1.0,0.0
110,@CBS,Fri Jan 05 16:05:58 +0000 2018,"RT @CBSTweet: #CBSRatingsNews: CBS Sweeps Fourth Quarter Ratings in Daytime, Primetime and Late Night for the First Time Since 2009 https:/…",0.0,0.0,1.0,0.0
111,@CBS,Thu Jan 04 23:13:02 +0000 2018,"New year, new episodes! Don't miss all-new episodes of @BigBangTheory, @YoungSheldon, @MomCBS, @LifeInPiecesCBS, an… https://t.co/COf6Qg8Mz1",0.11,0.0,0.89,0.1867
112,@CBS,Thu Jan 04 14:43:09 +0000 2018,"Current nominees @LadyGaga, @LittleBigTown, @Pink, Childish Gambino and more will perform live at the #GRAMMYs, Jan… https://t.co/PlLMasNPwD",0.0,0.121,0.879,-0.296
113,@CBS,Wed Jan 03 20:33:09 +0000 2018,"RT @startrekcbs: From Airiam to Zefram Cochrane, #StarTrekDiscovery features fascinating new concepts along with classic references. What's…",0.179,0.0,0.821,0.5423
114,@CBS,Wed Jan 03 19:51:15 +0000 2018,Torres and Bishop went undercover as a criminal couple on the latest episode of #NCIS. Catch up now:… https://t.co/1iTEneHyJS,0.0,0.167,0.833,-0.5267
115,@CBS,Wed Jan 03 15:00:05 +0000 2018,Do you know all the nominees for Artist Of The Year? Get familiar with this year's GRAMMY® Award nominees ahead of… https://t.co/UQa8Mu9PUV,0.143,0.0,0.857,0.5423
116,@CBS,Wed Jan 03 12:00:01 +0000 2018,"The new year of new episodes continues tonight with all-new episodes of #AmazingRace, #SEALTeam and #CriminalMinds… https://t.co/bwhNhQgsFC",0.0,0.0,1.0,0.0
117,@CBS,Wed Jan 03 00:47:26 +0000 2018,"RT @BullCBS: Tonight, can #Bull prove that a teen accused of robbing a jewelry store isn't responsible for the crime? Tune in at 9/8c or st…",0.0,0.267,0.733,-0.7692
118,@CBS,Tue Jan 02 22:41:51 +0000 2018,It's your last chance to choose the pro football player with the best off-the-field talent! Vote now to decide who… https://t.co/6DjwqU0MB9,0.34,0.0,0.66,0.8516
119,@CBS,Tue Jan 02 08:00:03 +0000 2018,"New year, new episodes -- all week long! It kicks off with an all-new #NCIS, #Bull and #NCISNOLA tonight starting a… https://t.co/bcmAaUQJtf",0.0,0.0,1.0,0.0
120,@CBS,Mon Jan 01 01:16:12 +0000 2018,"Due to #NFL football games overrun, revised start times &amp; lineup for Eastern/Central Time Zones Only:
#60Minutes 8:… https://t.co/rqOYbM5j0h",0.0,0.0,1.0,0.0
121,@CBS,Sun Dec 31 14:37:05 +0000 2017,Get ready for football! Stream NFL on CBS today with #CBSAllAccess. Try 1 month FREE with promo code BINGE (not ava… https://t.co/NEntvW7QHd,0.264,0.0,0.736,0.7798
122,@CBS,Sat Dec 30 20:25:20 +0000 2017,"RT @NoActivityCBS: All season nothing's happened. Now prepare for activity. Stream the #NoActivity season finale Sunday, Dec 31 on CBS All…",0.0,0.0,1.0,0.0
123,@CBS,Sat Dec 30 20:24:58 +0000 2017,RT @startrekcbs: Find out what happens when you boldly go too far. #StarTrekDiscovery continues January 7 on CBS All Access: https://t.co/f…,0.116,0.0,0.884,0.3612
124,@CBS,Fri Dec 29 16:06:02 +0000 2017,Stream NC State Wolfpack at Arizona State Sun Devils LIVE today at 3PM ET with a 1-month FREE trial of… https://t.co/8k50thgtip,0.157,0.144,0.699,0.0857
125,@CBS,Thu Dec 28 20:31:01 +0000 2017,"In case you missed this star-studded tribute to Carol Burnett's classic comedy series, catch up now! Watch The Caro… https://t.co/wu7BxM9gtm",0.121,0.096,0.783,0.1511
126,@CBS,Thu Dec 28 19:28:22 +0000 2017,Some of TV's biggest stars saluted @TheNormanLear's impact on television and culture at The 40th Annual Kennedy Cen… https://t.co/E74ChUW1uE,0.0,0.0,1.0,0.0
127,@CBS,Wed Dec 27 22:45:05 +0000 2017,The search is on to find the pro football player with the best off-the-field talent. Vote for your favorite player… https://t.co/R0fb5ngJ16,0.357,0.0,0.643,0.875
