,Account Name,Date Created,Tweet,Pos. Sentiment Score,Neg. Sentiment Score,Neut. Sentiment Score,Comp. Sentiment Score
128,@CBS,Wed Dec 27 21:04:10 +0000 2017,"Celebrate everyone's favorite classic sitcom with Carol Burnett, Vicki Lawrence, and more stars during The Carol Bu… https://t.co/SaiZ9TzBVO",0.295,0.0,0.705,0.7717
129,@CBS,Wed Dec 27 19:52:02 +0000 2017,Joy to the world of streaming! Try #CBSAllAccess FREE for 1 month – just use code BINGE by 1/2:… https://t.co/9p1ACnslz6,0.337,0.0,0.663,0.8452
130,@CBS,Wed Dec 27 19:40:34 +0000 2017,"Music legend Stevie Wonder salutes @LionelRichie while performing his classic hit, ""Easy"" at The 40th Annual Kenned… https://t.co/7TeDeNyhgo",0.0,0.0,1.0,0.0
131,@CBS,Wed Dec 27 12:00:01 +0000 2017,"As the youngest Kennedy Center Honoree in 40 years, @LLCoolJ talks about what motivates him to chase his dreams. Wa… https://t.co/DFY78y99w3",0.234,0.0,0.766,0.7003
132,@CBS,Wed Dec 27 07:27:33 +0000 2017,Here's to the 2017 Kennedy Center Honorees! Catch up on an evening of stunning performances and inspiring speeches… https://t.co/jGfANpSCul,0.36,0.0,0.64,0.8398
133,@CBS,Wed Dec 27 04:00:52 +0000 2017,This celebration could go all night long! What a great final performance in honor of @LionelRichie. #KCHonors https://t.co/xKLWpKr3v0,0.336,0.0,0.664,0.8221
134,@CBS,Wed Dec 27 03:59:48 +0000 2017,RT @MarkAPrinceJr: A #LionelRichie tribute is not complete without ?All Night Long? ? #KCHonors,0.0,0.0,1.0,0.0
135,@CBS,Wed Dec 27 03:36:01 +0000 2017,Carmen de Lavallade (@CarmenDances) got emotional during those beautiful performances in her honor. Congratulations… https://t.co/gOCAZpZDpt,0.42,0.0,0.58,0.8271
136,@CBS,Wed Dec 27 03:35:29 +0000 2017,RT @Glamourtunist: This tribute to Carmen de Lavallade at the #KCHonors is so beautiful and well deserved. ??,0.315,0.0,0.685,0.8103
137,@CBS,Wed Dec 27 03:03:49 +0000 2017,RT @llcoolj: Attn: #HIPHOP !!!! We made history!! #KCHonors,0.0,0.0,1.0,0.0
138,@CBS,Wed Dec 27 03:03:26 +0000 2017,.@llcoolj is making history! He’s the Kennedy Center’s first hip-hop honoree. #KCHonors https://t.co/kCqkOdUjtu,0.22,0.0,0.78,0.5255
139,@CBS,Wed Dec 27 02:57:56 +0000 2017,RT @ErinAnnCullen: #KCHonors is always a night of inspiration. Thank you to these artists for your impact on our country. ???????,0.247,0.0,0.753,0.7096
140,@CBS,Wed Dec 27 02:48:52 +0000 2017,Give a round of applause to television pioneer and 2017 Honoree @TheNormanLear! #KCHonors https://t.co/20UosF987x,0.36,0.0,0.64,0.7345
141,@CBS,Wed Dec 27 02:45:34 +0000 2017,RT @AliL: This tribute to Norman Lear on #KCHonors is outstanding AND a walk down my childhood TV memory lane. ???,0.174,0.0,0.826,0.6124
142,@CBS,Wed Dec 27 02:28:07 +0000 2017,RT @llcoolj: Moments I’ll never forget!!! #KCHonors,0.298,0.0,0.702,0.3699
143,@CBS,Wed Dec 27 02:26:46 +0000 2017,.@GloriaEstefan approves of those amazing musical performances in her honor! #KCHonors https://t.co/i3EVYEoKRx,0.526,0.0,0.474,0.8748
144,@CBS,Wed Dec 27 02:20:11 +0000 2017,RT @thepickypantry: Beautiful tribute to @GloriaEstefan on the Kennedy Center Honors. Love Mi Tierra! Amazing and inspiring what a fighter…,0.566,0.0,0.434,0.9601
145,@CBS,Wed Dec 27 02:00:29 +0000 2017,Time to celebrate the 2017 honorees at The 40th Annual Kennedy Center Honors! Tune in now on CBS and CBS All Access… https://t.co/1OULMpCfPy,0.346,0.0,0.654,0.8908
146,@CBS,Wed Dec 27 01:08:32 +0000 2017,"Tonight, @LionelRichie, @LLCoolJ, @GloriaEstefan, @TheNormanLear &amp; Carmen de Lavallade will be recognized at The 40… https://t.co/jZJqNo8h3b",0.0,0.0,1.0,0.0
147,@CBS,Tue Dec 26 12:00:01 +0000 2017,"Don't miss the breathtaking performances, standing ovations and moving tributes that will leave you inspired. Here'… https://t.co/imILa52fjz",0.218,0.173,0.61,0.2415
148,@CBS,Mon Dec 25 12:00:05 +0000 2017,"Experience the performances and the memories when 2017 Honorees @LionelRichie, @GloriaEstefan, Carmen de Lavallade,… https://t.co/ygbqASVL7t",0.191,0.0,0.809,0.5106
149,@CBS,Mon Dec 25 00:48:24 +0000 2017,"Due to NFL overrun CBS is delayed 36mins in Charlotte/NC, Cincinnati/OH, Nashville, Atlanta, New Orleans, Baton Rou… https://t.co/20mnbAhpTm",0.0,0.101,0.899,-0.2263
150,@CBS,Sun Dec 24 20:40:42 +0000 2017,"Tonight, get together and enjoy Christmas Eve with a two-hour marathon of your favorite classic sitcoms! Watch The… https://t.co/SCv8TJy9Yp",0.289,0.0,0.711,0.7574
151,@CBS,Sun Dec 24 14:17:43 +0000 2017,Get ready for football! Stream NFL on CBS today with #CBSAllAccess. Try 1 month FREE with promo code BINGE! (Not av… https://t.co/6mR4bRR5Ey,0.273,0.0,0.727,0.7974
152,@CBS,Sun Dec 24 12:30:02 +0000 2017,"All In The Family star @RobReiner gives props to legendary television writer, producer and 2017 Kennedy Center Hono… https://t.co/98jc5i63zE",0.0,0.0,1.0,0.0
153,@CBS,Sat Dec 23 16:21:17 +0000 2017,"Rapper @BustaRhymes pays tribute to @LLCoolJ, performing his hit song ""Mama Said Knock You Out"" at The 40th Annual… https://t.co/CRjQArUqwd",0.0,0.0,1.0,0.0
154,@CBS,Sat Dec 23 15:00:02 +0000 2017,"Oh, what fun it is to stream! Start a 1-month FREE trial of #CBSAllAccess now. Use promo code BINGE by 1/2:… https://t.co/rSAnDJDgbI",0.286,0.0,0.714,0.8236
155,@CBS,Sat Dec 23 12:37:04 +0000 2017,CBS stars are glowing with holiday spirit! See how the stars are getting festive this season:… https://t.co/7qYTHoxFIc,0.355,0.0,0.645,0.7712
156,@CBS,Sat Dec 23 07:24:44 +0000 2017,Spread some holiday cheer and laugh along with Dick Van Dyke and Mary Tyler Moore in two back-to-back episodes of T… https://t.co/N89JoYvXZW,0.311,0.107,0.583,0.743
157,@CBS,Sat Dec 23 06:39:45 +0000 2017,Come home for the holidays with Lucy and Ricky in the I Love Lucy Christmas Special! Stream the full show:… https://t.co/s7f9mjEtER,0.365,0.0,0.635,0.8687
158,@CBS,Sat Dec 23 01:38:37 +0000 2017,"Tonight at 9/8c, gather the family for two hilarious episodes of this classic sitcom in The Dick Van Dyke Show- Now… https://t.co/YcyECVr2NN",0.104,0.127,0.769,-0.1531
159,@CBS,Sat Dec 23 00:39:52 +0000 2017,Get ready to laugh in the holidays tonight with Lucy and the gang in the I Love Lucy Christmas Special at 8/7c! Str… https://t.co/txU2TwXWOg,0.469,0.0,0.531,0.9422
160,@CBS,Fri Dec 22 19:35:35 +0000 2017,"Tonight, ring in the holidays with two back-to-back episodes of a timeless comedy classic, now in color! Watch the… https://t.co/skJsgJdQel",0.241,0.0,0.759,0.6588
161,@CBS,Fri Dec 22 18:03:20 +0000 2017,"Groundbreaking, daring, fearless. This is CBS All Access Originals. 

Sign up now to watch @StarTrekCBS,… https://t.co/kvPsJafYrN",0.278,0.0,0.722,0.6597
162,@CBS,Fri Dec 22 14:04:52 +0000 2017,2017 Honoree @LLCoolJ is the first hip-hop artist recognized at the #KCHonors! Learn more about the @NCISLA star's… https://t.co/eK91KdBNpG,0.159,0.0,0.841,0.5255
163,@CBS,Thu Dec 21 12:04:04 +0000 2017,"She's at it again! Tomorrow, relive Lucy's hilarious antics during the I Love Lucy Christmas Special at 8/7c on CBS… https://t.co/g01UGGLEDk",0.368,0.0,0.632,0.8718
164,@CBS,Thu Dec 21 01:04:27 +0000 2017,"RT @survivorcbs: 6 heroes, 6 healers, 6 hustlers, but only 1 sole #Survivor. Ready to find out who it is? Tune in to the #SurvivorFinale no…",0.213,0.0,0.787,0.6597
165,@CBS,Wed Dec 20 23:00:04 +0000 2017,Watch @kelly_clarkson deliver a moving performance of 'Christmas Eve' during A Home for the Holidays with… https://t.co/TAcstl7VYh,0.157,0.0,0.843,0.3818
166,@CBS,Wed Dec 20 21:08:10 +0000 2017,"In two days, celebrate the holidays with the gang with two back-to-back episodes of the classic sitcom during the I… https://t.co/FRr8jX7MXZ",0.249,0.0,0.751,0.743
167,@CBS,Wed Dec 20 20:10:15 +0000 2017,2017 Honoree @LLCoolJ salutes James Brown for paving the way for artists like himself. Don't miss The 40th Annual K… https://t.co/310Wfk7EoW,0.281,0.0,0.719,0.7222
168,@CBS,Wed Dec 20 19:31:47 +0000 2017,Singer-songwriter @JoshGroban delivers a powerhouse performance while raising awareness of adoption through foster… https://t.co/FiQKJdx7Ty,0.0,0.0,1.0,0.0
169,@CBS,Wed Dec 20 15:30:01 +0000 2017,Do you know all the nominees for Album Of The Year? Get familiar with this year's GRAMMY®  Award nominees ahead of… https://t.co/GYnxLT3n4p,0.143,0.0,0.857,0.5423
170,@CBS,Wed Dec 20 01:01:19 +0000 2017,RT @survivorcbs: This finale is going to be unlike any ending in the history of #Survivor. Don't miss the finale + reunion all starting Wed…,0.059,0.0,0.941,0.1139
171,@CBS,Wed Dec 20 00:14:34 +0000 2017,"This Friday, gather around the tree and celebrate the holidays with Lucille Ball! Watch two colorized back-to-back… https://t.co/4wopbmS4ez",0.292,0.0,0.708,0.7644
172,@CBS,Tue Dec 19 21:12:50 +0000 2017,Kevin and Vanessa took a trip back in time on last night's #KevinCanWait. Watch the latest episode now:… https://t.co/SAqbLOd1Pg,0.0,0.0,1.0,0.0
173,@CBS,Tue Dec 19 21:00:03 +0000 2017,"Find out how to watch A Home for the Holidays with @JoshGroban, featuring performances by @Kelly_Clarkson,… https://t.co/Y6zrR9PigH",0.148,0.0,0.852,0.3818
174,@CBS,Tue Dec 19 15:30:04 +0000 2017,"In one week, celebrate a night of legends when @LionelRichie, @GloriaEstefan, Carmen de Lavallade (@CarmenDances),… https://t.co/u7eXxb521H",0.209,0.0,0.791,0.5719
175,@CBS,Tue Dec 19 14:42:58 +0000 2017,"Kick off The 60th Annual #GRAMMYs with @NancyODell, @KevinFrazier &amp; @KeltieKnight as they go behind the scenes with… https://t.co/J6KDEGV1g1",0.0,0.0,1.0,0.0
176,@CBS,Tue Dec 19 00:39:07 +0000 2017,"Country crooner Luke Bryan (@LukeBryanOnline) honors @LionelRichie with a smooth rendition of his original song, 'P… https://t.co/XIF7ESukR8",0.286,0.0,0.714,0.6808
177,@CBS,Mon Dec 18 22:53:34 +0000 2017,The search is on to find the pro football player with the best off-the-field talent. Vote for your favorite player… https://t.co/7uXC3SEz96,0.357,0.0,0.643,0.875
178,@CBS,Mon Dec 18 21:32:25 +0000 2017,"It's the greatest gift a family can give. Celebrate adoption with superstars @JoshGroban, @Kelly_Clarkson,… https://t.co/1wc6meuGF7",0.495,0.0,0.505,0.8957
179,@CBS,Mon Dec 18 18:40:55 +0000 2017,"Mark your calendars! @NCISLA star @LLCoolJ will host MVP: Most Valuable Performer, a new interactive talent show to… https://t.co/s2LilAv50X",0.288,0.0,0.712,0.7569
180,@CBS,Mon Dec 18 00:42:56 +0000 2017,"Approximate start times for #CBS tonight (East &amp; Midwest):
#60Minutes 7:38p/6:38c
#WisdomoftheCrowd 8:38p/7:38c… https://t.co/tFKrUBcv8B",0.0,0.0,1.0,0.0
181,@CBS,Mon Dec 18 00:00:40 +0000 2017,"RT @kencen: Look back on favorite #KCHonors tributes before the Dec. 26 @CBS broadcast! From 2002: @aliciakeys sings ""Bridge Over Troubled…",0.141,0.0,0.859,0.5093
182,@CBS,Sun Dec 17 17:48:58 +0000 2017,"This Friday, you won't want to miss this priceless treasure when the I Love Lucy Christmas Special airs at 8/7c on… https://t.co/oyC9YDno00",0.38,0.044,0.576,0.8527
183,@CBS,Sun Dec 17 15:39:38 +0000 2017,Get ready for football! Stream NFL on CBS today with #CBSAllAccess. Try 1 week FREE (not available on mobile phones… https://t.co/cNMa11dmza,0.275,0.0,0.725,0.7798
184,@CBS,Sat Dec 16 18:29:05 +0000 2017,RT @HawaiiFive0CBS: Was it all a dream? Catch up on the #H50 Fall Finale: https://t.co/PDeOIaDGqu https://t.co/msEijhSSJH,0.125,0.0,0.875,0.25
185,@CBS,Sat Dec 16 12:00:07 +0000 2017,"In less than a week, Lucy and Ricky will return to your screens... in full color! Don't miss two back-to-back episo… https://t.co/rtmvB5Cj1D",0.08,0.0,0.92,0.1867
186,@CBS,Fri Dec 15 20:23:58 +0000 2017,Do you know all the nominees for Record Of The Year? Get familiar with this year's GRAMMY® Award nominees ahead of… https://t.co/lXDIu1STfq,0.143,0.0,0.857,0.5423
187,@CBS,Fri Dec 15 14:43:08 +0000 2017,'Elton John: I'm Still Standing - A GRAMMY® Salute' will celebrate Elton John's legendary career and timeless hits!… https://t.co/6M38jQQpTA,0.2,0.0,0.8,0.6114
188,@CBS,Thu Dec 14 19:13:25 +0000 2017,"Get to know 2017 Kennedy Center honorees @LLCoolJ, Carmen de Lavallade (@CarmenDances), @GloriaEstefan,… https://t.co/RGe3zqmY08",0.202,0.0,0.798,0.5106
189,@CBS,Wed Dec 13 23:20:01 +0000 2017,"So close, yet so far away. Which #Survivor Castaways Will Earn Their Spot In The Final Five? More:… https://t.co/efeBVa4p26",0.0,0.0,1.0,0.0
190,@CBS,Wed Dec 13 18:56:58 +0000 2017,RT @BandB_CBS: Take a walk down #BoldandBeautiful memory lane! RT your favorite #Steam moment. https://t.co/kxeD2br8Tc,0.202,0.0,0.798,0.5093
191,@CBS,Tue Dec 12 20:34:16 +0000 2017,"RT @thegoodfight: Court is back in session. Season 2 of #TheGoodFight premieres March 4, exclusively on CBS All Access: https://t.co/Niu5a8…",0.0,0.0,1.0,0.0
192,@CBS,Tue Dec 12 19:04:59 +0000 2017,Only two weeks until The 40th Annual Kennedy Center Honors air on December 26! Look back on four decades of inspiri… https://t.co/z4J8sfs55V,0.146,0.0,0.854,0.5562
193,@CBS,Tue Dec 12 17:13:52 +0000 2017,"Mark your calendars! The 53rd Academy Of Country Music Awards will air Sunday, April 15 on CBS!… https://t.co/yYPc5rCiMW",0.174,0.0,0.826,0.555
194,@CBS,Mon Dec 11 21:29:33 +0000 2017,The search is on to find the pro football player with the best off-the-field talent! Vote for your favorite perform… https://t.co/musmVXrRJz,0.364,0.0,0.636,0.8832
195,@CBS,Mon Dec 11 19:05:21 +0000 2017,RT @MadamSecretary: No D.C. holiday party is complete without some political persuasion and a covert sting to bust a corrupt senator. ??? S…,0.211,0.086,0.703,0.4939
196,@CBS,Mon Dec 11 00:26:50 +0000 2017,"Due to NFL overrun, CBS is delayed 8 mins in the following ET &amp; CT markets: Hunstville, AL, Bowling Green, KY, MS,… https://t.co/gbwhgooEQd",0.0,0.083,0.917,-0.2263
197,@CBS,Mon Dec 11 00:25:54 +0000 2017,"Due to NFL overrun CBS is delayed 7 mins in the following ET &amp; CT markets Tampa, Chicago, Maryland, Michigan, Wash… https://t.co/driVgCiX7D",0.0,0.087,0.913,-0.2263
198,@CBS,Sun Dec 10 22:49:02 +0000 2017,"RT @NoActivityCBS: If you want the intel, you get the tickles. ? Stream the first 5 episodes of #NoActivity now: https://t.co/Wzq9bVOhGN ht…",0.064,0.0,0.936,0.0772
199,@CBS,Sun Dec 10 22:48:46 +0000 2017,RT @startrekcbs: .@albinokid and @wcruz73 are breaking new ground in #StarTrekDiscovery. ???? Stream chapter 1 on CBS All Access: https://t…,0.0,0.0,1.0,0.0
200,@CNN,Mon Jan 08 22:47:11 +0000 2018,An Oprah campaign might (literally) look like this | Analysis by CNN's Brenna Williams https://t.co/Ke1NPDqEJJ https://t.co/2lundLwzLH,0.152,0.0,0.848,0.3612
201,@CNN,Mon Jan 08 22:40:25 +0000 2018,American voters are big fans of Oprah Winfrey -- but a poll last March found that most didn't want her to run for P… https://t.co/YZlDkM79eM,0.0,0.071,0.929,-0.1902
202,@CNN,Mon Jan 08 22:32:26 +0000 2018,"""'If you make me happy, I don't care who else you make unhappy' is essentially the US foreign policy now."" - Michae… https://t.co/MTxRWCgA7s",0.136,0.2,0.664,-0.1847
203,@CNN,Mon Jan 08 22:30:46 +0000 2018,It's a complicated political question: How can the GOP give President Trump a win on the wall without alienating De… https://t.co/l517xeC4bQ,0.174,0.0,0.826,0.5859
204,@CNN,Mon Jan 08 22:21:52 +0000 2018,Oprah Winfrey's Golden Globes speech sends Weight Watchers stock soaring https://t.co/jxKSbqlIeM https://t.co/8uTgJhWU7L,0.0,0.0,1.0,0.0
205,@CNN,Mon Jan 08 22:20:38 +0000 2018,"The Trump administration's decision to end a program that allowed about 250,000 Salvadorans to stay in the US could… https://t.co/V7K7ol43sK",0.0,0.0,1.0,0.0
206,@CNN,Mon Jan 08 22:16:20 +0000 2018,"The United States has the worst overall child mortality rate compared with those of 19 other wealthy nations, accor… https://t.co/CqdrL3NDSQ",0.201,0.155,0.644,0.0516
207,@CNN,Mon Jan 08 22:15:10 +0000 2018,"Meet Kathryn Smith, the first woman to become a full-time coach in the NFL.

#BossFiles with @PoppyHarlowCNN: 

Lis… https://t.co/DeAwBuIWZX",0.0,0.0,1.0,0.0
208,@CNN,Mon Jan 08 22:03:32 +0000 2018,"""Fire and Fury"" author Michael Wolff says 100 percent of the people around the President believe he's incapable of… https://t.co/3hlV1S4Fl4",0.0,0.339,0.661,-0.8271
209,@CNN,Mon Jan 08 22:00:52 +0000 2018,"The Trump administration will end protections for more than 200,000 Salvadorans, granted by the Bush administration… https://t.co/1VK579Z9YB",0.111,0.0,0.889,0.25
210,@CNN,Mon Jan 08 21:50:49 +0000 2018,"No, this is not a painting. It’s a NASA image of Jupiter’s swirling cloud systems, enhanced by two citizen scientis… https://t.co/noHxYkVubP",0.0,0.109,0.891,-0.296
211,@CNN,Mon Jan 08 21:48:30 +0000 2018,RT @CNNPolitics: An Oprah campaign might (literally) look like this | GIF analysis by CNN's Brenna Williams https://t.co/lgzE55uWJM https:/…,0.128,0.0,0.872,0.3612
212,@CNN,Mon Jan 08 21:34:04 +0000 2018,"Ibuprofen taken in doses commonly used by athletes may be linked to male infertility, a new study finds… https://t.co/btQxlo1oMG",0.0,0.0,1.0,0.0
213,@CNN,Mon Jan 08 21:33:06 +0000 2018,"RT @TheLeadCNN: .@jaketapper: It is difficult to ascertain just what the truth is behind the “Fire and Fury” book since frankly, we have tw…",0.086,0.093,0.821,-0.0516
214,@CNN,Mon Jan 08 21:32:39 +0000 2018,"""Every time the President tweets, the White House goes into a spasm."" Michael Wolff, the author of a bombshell book… https://t.co/mym8M9TXNM",0.0,0.0,1.0,0.0
215,@CNN,Mon Jan 08 21:27:49 +0000 2018,Lawyers for President Trump are anticipating a request for him to talk to special counsel Robert Mueller and are di… https://t.co/H0GtSPBa4v,0.124,0.0,0.876,0.4019
216,@CNN,Mon Jan 08 21:21:23 +0000 2018,Lawyers for President Trump are anticipating a request for him to talk to special counsel Robert Mueller and are di… https://t.co/31FUpEnFg5,0.124,0.0,0.876,0.4019
217,@CNN,Mon Jan 08 21:20:12 +0000 2018,"Facebook is shutting down M, an automated personal assistant once thought to be a text-based answer to services lik… https://t.co/IKo3o3oWpz",0.0,0.0,1.0,0.0
218,@CNN,Mon Jan 08 21:08:39 +0000 2018,"Apple has released new security updates for iPhones, iPads, and Macs to protect users from the Spectre flaw… https://t.co/4FBhnud18f",0.227,0.0,0.773,0.6124
219,@CNN,Mon Jan 08 21:06:13 +0000 2018,"Oprah would make an exceptional president, writes @sallykohn for @CNNOpinion https://t.co/Jr0RXSTf7a https://t.co/VHguceyOcp",0.0,0.0,1.0,0.0
220,@CNN,Mon Jan 08 21:02:05 +0000 2018,"Michael Wolff, the author of a book that has driven a wedge between President Trump and Steve Bannon, defends ""Fire… https://t.co/8uzIV8GWXg",0.0,0.0,1.0,0.0
221,@CNN,Mon Jan 08 20:53:11 +0000 2018,Visa and Aflac are boosting their 401(k) match in the wake of the GOP tax overhaul https://t.co/IYfE1SdJuA https://t.co/EF4avE0WbX,0.124,0.0,0.876,0.34
222,@CNN,Mon Jan 08 20:46:11 +0000 2018,Pizza Hut is working on self-driving delivery trucks https://t.co/mtI2ynCP2I https://t.co/sZegOnd6Xq,0.0,0.0,1.0,0.0
223,@CNN,Mon Jan 08 20:32:04 +0000 2018,"Rancher Cliven Bundy was released from custody Monday, according to his attorney https://t.co/7UQuRecyt1 https://t.co/H97rUymsVk",0.0,0.0,1.0,0.0
224,@CNN,Mon Jan 08 20:27:08 +0000 2018,Pope Francis once again tells breastfeeding moms it's fine to feed hungry babies in church https://t.co/tFIN9QfeKR https://t.co/9or9PSCDBe,0.101,0.0,0.899,0.2023
225,@CNN,Mon Jan 08 20:24:20 +0000 2018,"Michael Wolff: Steve Bannon's recent statement backing away from his criticism of Donald Trump Jr. is ""not true""… https://t.co/00QCBKJyx8",0.052,0.138,0.81,-0.4215
226,@CNN,Mon Jan 08 20:20:18 +0000 2018,A record-breaking 22 women are now serving in the US Senate https://t.co/rk4tZEaqDm https://t.co/kIjVa9H0PJ,0.0,0.0,1.0,0.0
227,@CNN,Mon Jan 08 20:10:03 +0000 2018,Here's what Oprah Winfrey said at the Golden Globes last night https://t.co/oJ7E60GG4j https://t.co/uLfVv6EqVR,0.0,0.0,1.0,0.0
228,@CNN,Mon Jan 08 20:03:22 +0000 2018,A conservative watchdog group led by Steve Bannon tried to discredit Donald Trump in the early stages of the 2016 G… https://t.co/ogV8AHK2fV,0.0,0.0,1.0,0.0
229,@CNN,Mon Jan 08 20:00:20 +0000 2018,"H&amp;M apologizes for using a black child to model a sweatshirt with a ""coolest monkey in the jungle"" slogan… https://t.co/3LncKlJR4M",0.135,0.0,0.865,0.3612
230,@CNN,Mon Jan 08 20:00:06 +0000 2018,"With the press of a button, LG Display's 65-inch screen rolls up like a yoga mat https://t.co/8iKXUOG0G0 https://t.co/YUPG0FinkM",0.143,0.0,0.857,0.3612
231,@CNN,Mon Jan 08 19:50:11 +0000 2018,"Just in: Mitt Romney was treated for prostate cancer over the summer. Source says his prognosis is ""good""… https://t.co/rQjpinr0Jj",0.0,0.196,0.804,-0.6597
232,@CNN,Mon Jan 08 19:40:06 +0000 2018,The world's most punctual airports and airlines in 2018 revealed https://t.co/8BdoyelPs8 https://t.co/7KBcoYu2kb,0.0,0.0,1.0,0.0
233,@CNN,Mon Jan 08 19:30:07 +0000 2018,"Vice President Mike Pence will leave late next week for a Middle East trip that will take him to Egypt, Jordan and… https://t.co/B01uWHpDcy",0.0,0.054,0.946,-0.0516
234,@CNN,Mon Jan 08 19:20:09 +0000 2018,"This is where the jobs are, and where they're not https://t.co/6qcbwqeiS6 https://t.co/fxOf8dOwGF",0.0,0.0,1.0,0.0
235,@CNN,Mon Jan 08 19:10:06 +0000 2018,“I wasn't about the naysayers. I wanted to work extra hard”: How Kathryn Smith defied the odds and became the first… https://t.co/hpFdpgUDvW,0.0,0.0,1.0,0.0
236,@CNN,Mon Jan 08 19:00:10 +0000 2018,64 migrants believed dead after boat sinks in Mediterranean https://t.co/r0MpOLqXq6 https://t.co/zVdhV20jPY,0.0,0.301,0.699,-0.6486
237,@CNN,Mon Jan 08 18:50:11 +0000 2018,6 times Oprah stoked or shot down 2020 speculation https://t.co/A0QTKeWeFZ https://t.co/ylR5k2sYrx,0.0,0.0,1.0,0.0
238,@CNN,Mon Jan 08 18:40:11 +0000 2018,"If Mitt Romney wants to become Utah's next senator, there's virtually nothing standing in the 2012 Republican presi… https://t.co/8reKntl31h",0.0,0.0,1.0,0.0
239,@CNN,Mon Jan 08 18:30:56 +0000 2018,"In a 1999 interview with Larry King, Donald Trump said that his first choice for a running mate would be Oprah Winf… https://t.co/l5XPljN5VS",0.0,0.0,1.0,0.0
240,@CNN,Mon Jan 08 18:20:07 +0000 2018,Removing a President using the 25th amendment would require a political apocalypse | Analysis by @zbyronwolf … https://t.co/l9XrU8kDSX,0.0,0.0,1.0,0.0
241,@CNN,Mon Jan 08 18:10:16 +0000 2018,"""She knows how to win""

""I adore Oprah""

Here's what Trump tweeted about Oprah in 2012: https://t.co/UNHSF2P0ZI https://t.co/G5eun8bAkk",0.316,0.0,0.684,0.8126
242,@CNN,Mon Jan 08 18:00:16 +0000 2018,Steve Bannon knows the secret to getting back in Trump's good graces | Analysis by @CillizzaCNN… https://t.co/AdMp3q4TYL,0.282,0.0,0.718,0.6705
243,@CNN,Mon Jan 08 17:52:25 +0000 2018,"Former independent counsel Ken Starr said Monday it's ""probable"" that President Trump will be interviewed face-to-f… https://t.co/Uwg3O0rWHT",0.0,0.0,1.0,0.0
244,@CNN,Mon Jan 08 17:41:55 +0000 2018,"First, a “bomb cyclone” stranded some travelers at JFK Airport for days. Then a water main broke and flooded a bagg… https://t.co/15sydHfrJ8",0.0,0.135,0.865,-0.4215
245,@CNN,Mon Jan 08 17:30:04 +0000 2018,"Oprah Winfrey is actively thinking about running for president in 2020, two of her close friends tell CNN… https://t.co/BpVatGk2IA",0.241,0.0,0.759,0.6597
246,@CNN,Mon Jan 08 17:20:04 +0000 2018,"H&amp;M apologizes for using a black child to model a sweatshirt with a ""coolest monkey in the jungle"" slogan… https://t.co/0YKh8QiuiU",0.135,0.0,0.865,0.3612
247,@CNN,Mon Jan 08 17:10:11 +0000 2018,Billionaire Democratic megadonor Tom Steyer says he is not running for office in 2018 but will spend $30 million on… https://t.co/v5xdC74n9M,0.0,0.0,1.0,0.0
248,@CNN,Mon Jan 08 17:00:04 +0000 2018,Everything you need to know about tonight's College Football Playoff National Championship https://t.co/FhsvOJP9xX https://t.co/bDG4Tvjg7f,0.182,0.0,0.818,0.4404
